query,page,clicks,impressions,ctr,position
closest dispensary to me,https://potshops.ca/listing/green-leaf/,0,1,0,11
club cannabis,https://potshops.ca/listing/the-port-alberni-cannabis-club/,0,1,0,6
club compassion,https://potshops.ca/listing/justcompassion/,0,3,0,74
club compassion,https://potshops.ca/listing/parkdale-compassion-club/,0,4,0,72.75
coast dispensary,https://potshops.ca/listing/coastal-cannapy/,0,2,0,80
coastal bedford,https://potshops.ca/listing/coastal-cannapy/,0,12,0,68.16666666666667
coastal bedford sackville,https://potshops.ca/listing/coastal-cannapy/,0,8,0,39.5
coastal canabis,https://potshops.ca/listing/coastal-cannapy/,0,3,0,84
coastal canna,https://potshops.ca/listing/coastal-cannapy/,0,17,0,80.05882352941177
coastal cannabinoids,https://potshops.ca/listing/coastal-cannapy/,0,13,0,83.23076923076923
coastal cannabis,https://potshops.ca/listing/coastal-cannapy/,0,13,0,84.46153846153847
coastal cannabis halifax,https://potshops.ca/listing/coastal-cannapy/,0,3,0,30.333333333333332
coastal cannapy delivery service,https://potshops.ca/listing/coastal-cannapy/,0,64,0,57.171875
coastal cannibis,https://potshops.ca/listing/coastal-cannapy/,0,13,0,88.07692307692308
coastal canopy,https://potshops.ca/listing/coastal-cannapy/,0,1,0,81
coastal canopy dartmouth,https://potshops.ca/listing/coastal-cannapy/,0,2,0,43.5
coastal canopy halifax,https://potshops.ca/listing/coastal-cannapy/,0,10,0,20.1
coastal capital dispensary,https://potshops.ca/listing/coastal-cannapy/,0,1,0,41
coastal dartmouth,https://potshops.ca/listing/coastal-cannapy/,0,2,0,90.5
coastal deliveries,https://potshops.ca/listing/coastal-cannapy/,0,1,0,100
coastal delivery,https://potshops.ca/listing/coastal-cannapy/,0,58,0,87.74137931034483
coastal delivery bedford,https://potshops.ca/listing/coastal-cannapy/,0,12,0,37.583333333333336
coastal delivery bedford sackville,https://potshops.ca/listing/coastal-cannapy/,0,6,0,29
coastal delivery bridgewater,https://potshops.ca/listing/coastal-cannapy/,0,1,0,58
coastal delivery dartmouth,https://potshops.ca/listing/coastal-cannapy/,0,24,0,47.375
coastal delivery halifax,https://potshops.ca/listing/coastal-cannapy/,0,79,0,55.32911392405063
coastal delivery halifax menu,https://potshops.ca/listing/coastal-cannapy/,0,3,0,60.333333333333336
coastal delivery halifax rates,https://potshops.ca/listing/coastal-cannapy/,0,1,0,22
coastal delivery kentville,https://potshops.ca/listing/coastal-cannapy/,0,2,0,49.5
coastal delivery moncton,https://potshops.ca/listing/coastal-cannapy/,0,2,0,35
coastal delivery nova scotia,https://potshops.ca/listing/coastal-cannapy/,0,7,0,53.42857142857143
coastal delivery sackville,https://potshops.ca/listing/coastal-cannapy/,0,7,0,49.57142857142857
coastal delivery service,https://potshops.ca/listing/coastal-cannapy/,0,2,0,60
coastal dispensary,https://potshops.ca/listing/coastal-cannapy/,0,11,0,65.9090909090909
coastal halifax,https://potshops.ca/listing/coastal-cannapy/,0,47,0,81.82978723404256
coastal halifax delivery,https://potshops.ca/listing/coastal-cannapy/,0,14,0,43.285714285714285
coastal halifax menu,https://potshops.ca/listing/coastal-cannapy/,0,1,0,99
coastal halifax weed,https://potshops.ca/listing/coastal-cannapy/,0,26,0,26.03846153846154
coastal hfx,https://potshops.ca/listing/coastal-cannapy/,0,67,0,59.56716417910448
coastal hfx dartmouth,https://potshops.ca/listing/coastal-cannapy/,0,16,0,56.9375
coastal moncton weed,https://potshops.ca/listing/coastal-cannapy/,0,1,0,55
coastal sackville,https://potshops.ca/listing/coastal-cannapy/,0,2,0,69
coastal valley bud,https://potshops.ca/listing/coastal-cannapy/,0,1,0,73
coastal weed,https://potshops.ca/listing/coastal-cannapy/,0,2,0,89
coastal weed delivery,https://potshops.ca/listing/coastal-cannapy/,0,7,0,70.71428571428571
coastal weed delivery dartmouth,https://potshops.ca/listing/coastal-cannapy/,0,8,0,28.125
coastal weed delivery halifax,https://potshops.ca/listing/coastal-cannapy/,0,23,0,34.26086956521739
coastal weed dispensary,https://potshops.ca/listing/coastal-cannapy/,0,7,0,50.285714285714285
coastal weed halifax,https://potshops.ca/listing/coastal-cannapy/,0,8,0,28.125
coastaldelivery,https://potshops.ca/listing/coastal-cannapy/,0,1,0,96
coastals,https://potshops.ca/listing/coastal-cannapy/,0,2,0,85.5
cole harbour dispensary,https://potshops.ca/location/dartmouth/,0,1,0,48
colwood dispensary,https://potshops.ca/listing/green-buddha-medicinals-2/,0,5,0,57.2
compassion club,https://potshops.ca/listing/justcompassion/,0,3,0,62.333333333333336
compassion club,https://potshops.ca/listing/parkdale-compassion-club/,0,11,0,25.545454545454547
compassion club canada,https://potshops.ca/listing/justcompassion/,0,1,0,43
compassion club canada,https://potshops.ca/listing/parkdale-compassion-club/,0,5,0,63.4
compassion in motion,https://potshops.ca/listing/compassion-in-motion/,0,361,0,5.988919667590028
compassion in motion vancouver,https://potshops.ca/listing/compassion-in-motion/,0,3,0,4.333333333333334
compassion medicals,https://potshops.ca/listing/compassion-in-motion/,0,6,0,37.833333333333336
compassion medicals,https://potshops.ca/listing/justcompassion/,0,2,0,60.5
compassionate club,https://potshops.ca/listing/parkdale-compassion-club/,0,3,0,74
consultation marijuana,https://potshops.ca/listing/o-cannabis-clinic/,0,1,0,97
costal cannabis,https://potshops.ca/listing/coastal-cannapy/,0,4,0,82
costal delivery,https://potshops.ca/listing/coastal-cannapy/,0,2,0,85.5
costal halifax,https://potshops.ca/listing/coastal-cannapy/,0,5,0,90.8
costal weed,https://potshops.ca/listing/coastal-cannapy/,0,5,0,92.2
crown leaf cannabis,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,56
culture canna,https://potshops.ca/listing/cannabis-culture-920-davie/,0,2,0,56.5
culture cannabis ottawa,https://potshops.ca/listing/cannadas-culture/,0,4,0,38.5
curaleaf,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,4
cush club,https://potshops.ca/listing/kushklub/,0,1,0,11
dartmouth dispensary,https://potshops.ca/location/dartmouth/,0,35,0,40.17142857142857
davie dispensary,https://potshops.ca/listing/cannabis-culture-920-davie/,0,3,0,22
deliver 420,https://potshops.ca/listing/420-delivery/,0,3,0,52
delivered 420,https://potshops.ca/listing/420-delivery/,0,1,0,73
delivery 420,https://potshops.ca/listing/420-delivery/,0,11,0,45.54545454545455
delta nine,https://potshops.ca/listing/delta-nine/,0,2,0,73
delta nine dispensary,https://potshops.ca/listing/delta-nine/,0,1,0,4
deltanine,https://potshops.ca/listing/delta-nine/,0,3,0,32.33333333333333
deseronto dispensary,https://potshops.ca/listing/cannabis-convenience/,0,2,0,55.5
dispenary near me,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,1
dispencery,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,1
dispensaries,https://potshops.ca/listing/the-green-leaf-society/,0,10,0,8.8
dispensaries calgary,https://potshops.ca/location/calgary/,0,3,0,93.33333333333333
dispensaries commercial drive,https://potshops.ca/location/vancouver/,0,3,0,75
dispensaries in calgary,https://potshops.ca/location/calgary/,0,2,0,99
dispensaries near me,https://potshops.ca/listing/mary-janes-2/,0,1,0,1
dispensaries near me,https://potshops.ca/listing/the-green-leaf-society/,0,13,0,15.692307692307692
dispensaries open,https://potshops.ca/listing/the-green-leaf-society/,0,2,0,3
dispensaries open near me,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,9
dispensaries open until 10,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,10
dispensaries vancouver,https://potshops.ca/location/vancouver/,0,2,0,93
dispensary,https://potshops.ca/listing/green-era-medicinal/,0,1,0,4
dispensary,https://potshops.ca/listing/the-port-alberni-cannabis-club/,0,1,0,12
dispensary,https://potshops.ca/location/nelson/,0,3,0,14.333333333333334
dispensary cafe,https://potshops.ca/listing/cafe-cannabis-and-fine-edibles-fort-york/,0,2,0,62
dispensary cafe,https://potshops.ca/listing/cafe-cannabis-and-fine-edibles-harbord-st/,0,12,0,67.33333333333333
dispensary calgary,https://potshops.ca/location/calgary/,0,4,0,93
dispensary canada,https://potshops.ca/listing/the-green-leaf-society/,0,2,0,12.5
dispensary cole harbour,https://potshops.ca/location/dartmouth/,0,6,0,54.166666666666664
dispensary dartmouth,https://potshops.ca/location/dartmouth/,0,3,0,54.333333333333336
dispensary davie,https://potshops.ca/listing/cannabis-culture-920-davie/,0,1,0,63
dispensary downtown calgary,https://potshops.ca/location/calgary/,0,27,0,98
dispensary downtown victoria,https://potshops.ca/listing/farm-the-original-farmacy-downtown/,0,6,0,45
dispensary fort macleod,https://potshops.ca/listing/rocky-mountain-cannabis-club/,0,1,0,96
dispensary fredericton,https://potshops.ca/listing/king-canna-fredericton-2/,0,2,0,93
dispensary fredericton,https://potshops.ca/location/fredericton/,0,72,0,47.97222222222222
dispensary halifax nova scotia,https://potshops.ca/listing/the-green-leaf-society/,0,12,0,46.5
dispensary hamilton mountain,https://potshops.ca/listing/mountain-greenery/,0,19,0,64.52631578947368
dispensary hastings,https://potshops.ca/listing/the-healing-tree-hastings/,0,3,0,44.333333333333336
dispensary in calgary,https://potshops.ca/location/calgary/,0,1,0,94
dispensary in calgary canada,https://potshops.ca/location/calgary/,0,3,0,96
dispensary in halifax,https://potshops.ca/listing/the-green-leaf-society/,0,29,0,50.758620689655174
dispensary in springfield,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,12
dispensary kahnawake,https://potshops.ca/listing/green-leaf/,0,188,0,10.47872340425532
dispensary main st,https://potshops.ca/listing/the-herb-co-mount-pleasant/,0,2,0,79
dispensary main street,https://potshops.ca/listing/the-herb-co-mount-pleasant/,0,5,0,76
dispensary moncton,https://potshops.ca/listing/mitsy-budds-express-drive-thru-dispensary/,0,10,0,46.4
dispensary mount pleasant,https://potshops.ca/listing/the-herb-co-mount-pleasant/,0,5,0,6
dispensary near me,https://potshops.ca/listing/green-era-medicinal/,0,2,0,8.5
dispensary near me,https://potshops.ca/listing/leagle-dreams/,0,2,0,1
dispensary near me,https://potshops.ca/listing/mountain-herb-collective/,0,1,0,5
dispensary near me,https://potshops.ca/location/nelson/,0,4,0,9.25
dispensary near me calgary,https://potshops.ca/location/calgary/,0,3,0,91.33333333333333
dispensary near me open,https://potshops.ca/listing/the-green-leaf-society/,0,7,0,6.714285714285714
dispensary near me open now,https://potshops.ca/listing/the-green-leaf-society/,0,14,0,8.142857142857142
dispensary near me open now within 1.6 km,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,1
dispensary near me within 1.6 km,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,2
dispensary near metrotown,https://potshops.ca/listing/kushklub/,0,1,0,98
dispensary nearby,https://potshops.ca/listing/the-green-leaf-society/,0,3,0,25
dispensary nelson,https://potshops.ca/listing/kootenay-compassion-collective/,0,1,0,96
dispensary nelson,https://potshops.ca/listing/nelson-potorium/,0,6,0,62.666666666666664
dispensary nelson,https://potshops.ca/location/nelson/,0,37,0,64.83783783783784
dispensary nelson bc,https://potshops.ca/listing/nelson-potorium/,0,3,0,64.33333333333334
dispensary nelson bc,https://potshops.ca/location/nelson/,0,16,0,60.25
dispensary north saanich,https://potshops.ca/listing/trees-dispensary-north-park/,0,42,0,60.642857142857146
dispensary nova scotia,https://potshops.ca/listing/the-green-leaf-society/,0,4,0,25
dispensary open late,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,9
dispensary open near me open now,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,8
dispensary open right now,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,8
dispensary open till 12am near me,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,7
dispensary port alberni,https://potshops.ca/listing/the-port-alberni-cannabis-club/,0,19,0,47.21052631578947
dispensary salmon arm,https://potshops.ca/listing/eden/,0,4,0,35
dispensary shawnigan lake,https://potshops.ca/category/dispensary/,0,1,0,42
dispensary springfield,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,7
dispensary tyendinaga,https://potshops.ca/listing/exotik-konnection/,0,1,0,92
dispensary tyendinaga,https://potshops.ca/listing/smoke-on-the-water-2/,0,1,0,55
dispensary vancouver,https://potshops.ca/location/vancouver/,0,5,0,97.4
dispensary vernon,https://potshops.ca/listing/eden-2/,0,14,0,59
dispensary vernon,https://potshops.ca/listing/okanagan-cannabinoid-therapy-vernon/,0,3,0,1
dispensary west kelowna,https://potshops.ca/listing/okanagan-cannabinoid-therapy-west-kelowna/,0,1,0,90
dispensary.,https://potshops.ca/listing/green-leaf/,0,1,0,12
dispensery,https://potshops.ca/listing/green-leaf/,0,1,0,10
doctor green,https://potshops.ca/listing/mr-greens/,0,1,0,10
downtown vancouver dispensary,https://potshops.ca/listing/the-herb-co-mount-pleasant/,0,6,0,87
dr greenthumb dispensary,https://potshops.ca/listing/dr-greenthumb-dispensary-inc-moncton/,0,1,0,11
drive through dispensary,https://potshops.ca/listing/mitsy-budds-express-drive-thru-dispensary/,0,1,0,6
drive thru dispensary,https://potshops.ca/listing/mitsy-budds-express-drive-thru-dispensary/,0,7,0,38.857142857142854
drug dispensary,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,8
eden canabis,https://potshops.ca/listing/eden-2/,0,1,0,6
eden cannabis,https://potshops.ca/listing/eden-2/,0,3,0,45.666666666666664
eden cannabis,https://potshops.ca/listing/eden/,0,3,0,33.666666666666664
eden cannabis dispensary,https://potshops.ca/listing/eden/,0,1,0,12
eden dispensary,https://potshops.ca/listing/eden-2/,0,4,0,64
eden dispensary,https://potshops.ca/listing/eden/,0,17,0,35
eden edibles,https://potshops.ca/listing/eden/,0,1,0,24
eden weed,https://potshops.ca/listing/eden/,0,1,0,47
eden weed dispensary,https://potshops.ca/listing/eden/,0,1,0,9
eden weed shop,https://potshops.ca/listing/eden/,0,1,0,3
edible cafe,https://potshops.ca/listing/cafe-cannabis-and-fine-edibles-fort-york/,0,6,0,66
edible cafe,https://potshops.ca/listing/cafe-cannabis-and-fine-edibles-harbord-st/,0,1,0,91
edibles cafe,https://potshops.ca/listing/cafe-cannabis-and-fine-edibles-fort-york/,0,13,0,34.53846153846154
edibles cafe,https://potshops.ca/listing/cafe-cannabis-and-fine-edibles-harbord-st/,0,2,0,59.5
edibles coffee shop,https://potshops.ca/listing/cafe-cannabis-and-fine-edibles-fort-york/,0,14,0,66.64285714285714
edibles coffee shop,https://potshops.ca/listing/cafe-cannabis-and-fine-edibles-harbord-st/,0,1,0,86
edibles golden mile ontario,https://potshops.ca/listing/cafe-cannabis-and-fine-edibles-fort-york/,0,6,0,26.5
edibles halifax,https://potshops.ca/listing/the-green-leaf-society/,0,11,0,15.818181818181818
edibles in canada,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,9
edibles near me,https://potshops.ca/listing/the-green-leaf-society/,0,2,0,24.5
eggs canna,https://potshops.ca/listing/eggs-canna-commercial-dr/,0,57,0,43.280701754385966
eggs canna,https://potshops.ca/listing/eggs-canna-nanaimo/,0,1,0,8
eggs canna,https://potshops.ca/location/vancouver/,0,3,0,41.333333333333336
eggs canna commercial drive,https://potshops.ca/location/vancouver/,0,1,0,40
eggs canna hastings,https://potshops.ca/location/vancouver/,0,3,0,34.333333333333336
eggs canna vancouver,https://potshops.ca/listing/eggs-canna-commercial-dr/,0,3,0,44.666666666666664
eggs canna vancouver,https://potshops.ca/listing/eggs-canna-nanaimo/,0,1,0,61
eggs canna vancouver,https://potshops.ca/location/vancouver/,0,5,0,51.2
eggscanna,https://potshops.ca/listing/eggs-canna-commercial-dr/,0,3,0,43
enchanted studio,https://potshops.ca/en/index.php,0,1,0,11
enderby dispensary,https://potshops.ca/listing/eden/,0,1,0,92
essence cannabis dispensary,https://potshops.ca/listing/green-essence-head-shop-dispensary/,0,1,0,13
essence green dispensary,https://potshops.ca/listing/green-essence-head-shop-dispensary/,0,1,0,6
express dispensary,https://potshops.ca/listing/cannabis-express/,0,2,0,67.5
farm assist,https://potshops.ca/listing/the-farm-assists-medical-cannabis-resource-centre/,0,3,0,30
farm cannabis,https://potshops.ca/listing/farm-the-original-farmacy-downtown/,0,15,0,6.866666666666666
farm cannabis victoria,https://potshops.ca/listing/farm-the-original-farmacy-downtown/,0,10,0,55.6
farm cannabis victoria,https://potshops.ca/listing/farm-the-original-farmacy/,0,10,0,75.1
farm dispensary,https://potshops.ca/listing/farm-the-original-farmacy-downtown/,0,11,0,31.363636363636363
farm dispensary,https://potshops.ca/location/vancouver/,0,3,0,8
farm dispensary hillside,https://potshops.ca/listing/farm-the-original-farmacy-downtown/,0,1,0,88
farm dispensary hillside,https://potshops.ca/listing/farm-the-original-farmacy/,0,11,0,41.90909090909091
farm dispensary victoria,https://potshops.ca/listing/farm-the-original-farmacy-downtown/,0,53,0,45.9811320754717
farm dispensary victoria,https://potshops.ca/listing/farm-the-original-farmacy/,0,45,0,76.15555555555555
farm douglas,https://potshops.ca/listing/farm-the-original-farmacy-downtown/,0,7,0,20.428571428571427
farm downtown,https://potshops.ca/listing/farm-the-original-farmacy-downtown/,0,41,0,28.536585365853657
farm downtown victoria,https://potshops.ca/listing/farm-the-original-farmacy-downtown/,0,20,0,22.5
farm hillside,https://potshops.ca/listing/farm-the-original-farmacy/,0,31,0,84.25806451612904
farm original,https://potshops.ca/listing/farm-the-original-farmacy-downtown/,0,15,0,94
farm original,https://potshops.ca/listing/farm-the-original-farmacy/,0,5,0,88.4
farm weed,https://potshops.ca/listing/farm-the-original-farmacy-downtown/,0,1,0,9
farmacy ca,https://potshops.ca/listing/farm-the-original-farmacy-downtown/,0,1,0,29
farmacy cannabis,https://potshops.ca/listing/farm-the-original-farmacy/,0,1,0,6
farmacy delivery,https://potshops.ca/listing/farm-the-original-farmacy-downtown/,0,1,0,9
farmacy dispensary,https://potshops.ca/listing/farm-the-original-farmacy-downtown/,0,69,0,21.391304347826086
farmacy dispensary,https://potshops.ca/listing/farm-the-original-farmacy/,0,15,0,69.2
farmacy douglas,https://potshops.ca/listing/farm-the-original-farmacy-downtown/,0,15,0,6.866666666666666
farmacy downtown,https://potshops.ca/listing/farm-the-original-farmacy-downtown/,0,6,0,6.666666666666667
farmacy farm,https://potshops.ca/listing/farm-the-original-farmacy-downtown/,0,1,0,67
farmacy farm,https://potshops.ca/listing/farm-the-original-farmacy/,0,1,0,71
farmacy hillside,https://potshops.ca/listing/farm-the-original-farmacy-downtown/,0,29,0,46
farmacy hillside,https://potshops.ca/listing/farm-the-original-farmacy/,0,457,0,10.404814004376368
farmacy langford,https://potshops.ca/listing/farm-the-original-farmacy-downtown/,0,12,0,30.166666666666668
farmacy langford,https://potshops.ca/listing/farm-the-original-farmacy/,0,2,0,27
farmacy victoria,https://potshops.ca/listing/farm-the-original-farmacy-downtown/,0,516,0,10.420542635658915
farmacy victoria,https://potshops.ca/listing/farm-the-original-farmacy/,0,72,0,43.40277777777778
farmacy victoria bc,https://potshops.ca/listing/farm-the-original-farmacy-downtown/,0,74,0,13.027027027027026
farmacy victoria bc,https://potshops.ca/listing/farm-the-original-farmacy/,0,23,0,46.95652173913044
farmacy weed,https://potshops.ca/listing/farm-the-original-farmacy-downtown/,0,22,0,19.272727272727273
farmacy weed,https://potshops.ca/listing/farm-the-original-farmacy/,0,4,0,68
farmacy weed dispensary,https://potshops.ca/listing/farm-the-original-farmacy-downtown/,0,1,0,13
farms cannabis,https://potshops.ca/listing/farm-the-original-farmacy-downtown/,0,1,0,8
feather leaf halifax,https://potshops.ca/listing/the-green-leaf-society/,0,2,0,8
feather leaf smoke shop,https://potshops.ca/listing/the-green-leaf-society/,0,13,0,7.384615384615385
field of dreams shannonville,https://potshops.ca/listing/leagle-dreams/,0,2,0,24.5
fly high cannabis,https://potshops.ca/listing/high-fly-collective/,0,2,0,70.5
forever buds,https://potshops.ca/listing/best-buds-forever-2/,0,6,0,30.5
fort macleod marijuana,https://potshops.ca/listing/rocky-mountain-cannabis-club/,0,3,0,90
fort nelson dispensary,https://potshops.ca/location/nelson/,0,4,0,99.5
fort york cafe,https://potshops.ca/listing/cafe-cannabis-and-fine-edibles-fort-york/,0,3,0,42
fredericton cannabis,https://potshops.ca/location/fredericton/,0,5,0,76.2
freen leaf,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,3
gabriola cannabis,https://potshops.ca/listing/island-time-medicinals/,0,3,0,49
gabriola dispensary,https://potshops.ca/listing/island-time-medicinals/,0,4,0,46.75
gas station deseronto,https://potshops.ca/listing/cannabis-convenience/,0,1,0,21
geenleaf,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,3
gio organics,https://potshops.ca/listing/gulf-island-organics/,0,40,0,59.15
golden leaf dispensary,https://potshops.ca/listing/green-leaf/,0,1,0,47
grass roots cannabis,https://potshops.ca/listing/grass-roots-medicinal/,0,7,0,55.285714285714285
grass roots dispensary,https://potshops.ca/listing/grass-roots-medicinal/,0,9,0,41
grass station,https://potshops.ca/listing/the-grass-station/,0,119,0,50.91596638655462
grass station antigonish,https://potshops.ca/listing/the-grass-station/,0,1,0,54
grass station dispensary,https://potshops.ca/listing/the-grass-station/,0,93,0,41.98924731182796
"grass station, antigonish, nova scotia, canada",https://potshops.ca/listing/the-grass-station/,0,5,0,12.4
grassroots cannabis,https://potshops.ca/listing/grass-roots-medicinal/,0,8,0,64.375
grassroots dispensary,https://potshops.ca/listing/grass-roots-medicinal/,0,6,0,38
grassroots healing,https://potshops.ca/listing/grass-roots-medicinal/,0,2,0,49.5
grean leaf,https://potshops.ca/listing/green-leaf/,0,1,0,12
grean leaf,https://potshops.ca/listing/the-green-leaf-society/,0,3,0,6
greanleaf,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,2
gree leaf,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,2
greeb leaf,https://potshops.ca/listing/the-green-leaf-society/,0,2,0,6
greeen leaf,https://potshops.ca/listing/green-leaf/,0,1,0,10
greem leaf,https://potshops.ca/listing/green-leaf/,0,17,0,75.41176470588235
greem leaf,https://potshops.ca/listing/the-green-leaf-society/,0,27,0,63.03703703703704
green aociety,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,3
green bud,https://potshops.ca/listing/green-buddha-medicinals-2/,0,4,0,61.5
green buddha,https://potshops.ca/listing/green-buddha-medicinals-2/,0,4,0,50
green buddha menu,https://potshops.ca/listing/green-buddha-medicinals-2/,0,1,0,21
green cannabis,https://potshops.ca/listing/green-buddha-medicinals-2/,0,1,0,43
green disp,https://potshops.ca/listing/mr-greens/,0,1,0,10
green dispensaries,https://potshops.ca/listing/green-leaf/,0,1,0,10
green dispensaries,https://potshops.ca/listing/the-green-leaf-society/,0,4,0,9.75
green dispensaries?,https://potshops.ca/listing/the-green-leaf-society/,0,2,0,10.5
green dispensary,https://potshops.ca/listing/mr-greens/,0,3,0,36.333333333333336
green dispensary,https://potshops.ca/listing/the-green-leaf-society/,0,7,0,45.714285714285715
green elaf,https://potshops.ca/listing/green-leaf/,0,1,0,11
green elaf,https://potshops.ca/listing/the-green-leaf-society/,0,2,0,3
green era,https://potshops.ca/listing/green-era-medicinal/,0,3,0,28
green era cannabis,https://potshops.ca/listing/green-era-medicinal/,0,6,0,7.666666666666667
green era dispensary,https://potshops.ca/listing/green-era-medicinal/,0,3,0,6.666666666666667
green essence penticton,https://potshops.ca/listing/green-essence-head-shop-dispensary/,0,498,0,9.716867469879517
green essence penticton photos,https://potshops.ca/listing/green-essence-head-shop-dispensary/,0,14,0,6.142857142857143
green herb,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,4
green house dispensary,https://potshops.ca/listing/the-greenhouse-compassion-society/,0,3,0,87.66666666666667
green laf,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,1
green lead,https://potshops.ca/listing/the-green-leaf-society/,0,5,0,22.8
green leaf,https://potshops.ca/listing/green-leaf/,0,199,0,27.256281407035175
green leaf botanicals,https://potshops.ca/listing/green-leaf/,0,1,0,94
green leaf botanicals,https://potshops.ca/listing/the-green-leaf-society/,0,3,0,87.66666666666667
green leaf boutique,https://potshops.ca/listing/the-green-leaf-society/,0,2,0,75.5
green leaf cafe,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,1
green leaf canabis,https://potshops.ca/listing/green-leaf/,0,1,0,10
green leaf canada,https://potshops.ca/listing/green-leaf/,0,14,0,40.642857142857146
green leaf canada,https://potshops.ca/listing/the-green-leaf-society/,0,5,0,53.2
green leaf cannabis,https://potshops.ca/listing/green-leaf/,0,26,0,30.346153846153847
green leaf cannabis,https://potshops.ca/listing/the-green-leaf-society/,0,14,0,60.5
green leaf convenience,https://potshops.ca/listing/green-leaf/,0,1,0,11
green leaf delivery,https://potshops.ca/listing/the-green-leaf-society/,0,3,0,6
green leaf dispensary,https://potshops.ca/listing/green-leaf/,0,65,0,32.2
green leaf dispensary menu,https://potshops.ca/listing/green-leaf/,0,4,0,78.75
green leaf dispo,https://potshops.ca/listing/green-leaf/,0,4,0,38
green leaf dispo,https://potshops.ca/listing/the-green-leaf-society/,0,7,0,63.714285714285715
green leaf distribution,https://potshops.ca/listing/the-green-leaf-society/,0,3,0,84
green leaf doctors,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,14
green leaf fairview,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,10
green leaf gummies,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,12
green leaf halifax,https://potshops.ca/listing/the-green-leaf-society/,0,4,0,21
green leaf hours,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,91
green leaf lindsay,https://potshops.ca/listing/the-green-leaf-society/,0,2,0,90.5
green leaf medical,https://potshops.ca/listing/the-green-leaf-society/,0,13,0,51
green leaf near me,https://potshops.ca/listing/the-green-leaf-society/,0,21,0,46.19047619047619
green leaf pot,https://potshops.ca/listing/green-leaf/,0,2,0,29.5
green leaf restaurant,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,1
green leaf smoke shop,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,10
green leaf store,https://potshops.ca/listing/green-leaf/,0,1,0,3
green leaf store,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,20
green leaf weed,https://potshops.ca/listing/green-leaf/,0,41,0,59.09756097560975
green leaf weed,https://potshops.ca/listing/the-green-leaf-society/,0,32,0,48.875
green leaf weed dispensary,https://potshops.ca/listing/green-leaf/,0,2,0,10
green leaf.,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,5
green leafe,https://potshops.ca/listing/the-green-leaf-society/,0,2,0,31.5
green leafs,https://potshops.ca/listing/the-green-leaf-society/,0,3,0,5.666666666666667
green leaft,https://potshops.ca/listing/green-leaf/,0,3,0,35.666666666666664
green leaft,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,73
green leag,https://potshops.ca/listing/the-green-leaf-society/,0,5,0,9.4
green lear,https://potshops.ca/listing/green-leaf/,0,1,0,12
green lear,https://potshops.ca/listing/the-green-leaf-society/,0,2,0,4
green leav,https://potshops.ca/listing/green-leaf/,0,1,0,10
green leef,https://potshops.ca/listing/green-leaf/,0,2,0,11
green leef,https://potshops.ca/listing/the-green-leaf-society/,0,2,0,18
green lef,https://potshops.ca/listing/green-leaf/,0,1,0,10
green lef,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,8
green lesf,https://potshops.ca/listing/green-leaf/,0,2,0,9.5
green lesf,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,2
green liaf,https://potshops.ca/listing/green-leaf/,0,1,0,11
green life dispensary,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,4
green lwaf,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,13
green sativa,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,86
green soceity,https://potshops.ca/listing/the-green-leaf-society/,0,1,0,6
green society dispensary,https://potshops.ca/listing/the-green-leaf-society/,0,8,0,3.625
